Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
BMW,5 Series,11.0,60000,Automatic,second,Diesel,38.048693900672916,5455.0,2026,11
Hyundai,Creta,7.0,69000,Automatic,second,Petrol,35.81454540918183,9857.0,2026,11
Toyota,Fortuner,7.0,112000,Automatic,first,Diesel,35.816284955916885,16000.0,2026,11
Renault,Lodgy,9.0,70000,Manual,first,Diesel,35.87685510248042,7778.0,2026,11
Honda,Jazz,8.0,34000,Manual,first,Petrol,38.1171790364354,4250.0,2026,11
Mercedes-Benz,Gls,6.0,59950,Automatic,first,Diesel,35.816284955916885,9992.0,2026,11
Volvo,S60,8.0,115000,Automatic,first,Diesel,33.511960276861366,14375.0,2026,11
Audi,A6,10.0,99000,Automatic,first,Diesel,35.81628368483316,9900.0,2026,11
BMW,5 Series,10.0,70000,Automatic,second,Diesel,35.814592585530434,7000.0,2026,11
Maruti Suzuki,Alto-K10,13.0,71500,Automatic,second,Petrol,35.87685637477743,5500.0,2026,11
Hyundai,Aura,3.0,38000,Manual,second,Petrol,35.816283720349006,12667.0,2026,11
Datsun,Go,5.0,34000,Manual,first,Petrol,35.81628368579639,6800.0,2026,11
BMW,X1,8.0,69000,Automatic,second,Diesel,38.11717903643538,8625.0,2026,11
Honda,Wrv,6.0,85000,Manual,second,Diesel,35.81632924380336,14167.0,2026,11
Honda,Civic,17.0,10645,Manual,second,Petrol,33.513698553920015,626.0,2026,11
Mahindra,Xuv700,2.0,31000,Automatic,first,Petrol,35.81454544699045,15500.0,2026,11
Maruti Suzuki,Esteem,17.5,87000,Manual,second,Petrol,35.876900705874235,4971.0,2026,11
Ford,Figo,9.0,120000,Manual,second,Diesel,35.87690070496924,13333.0,2026,11
Maruti Suzuki,Swift,4.0,33000,Manual,first,Petrol,35.814546764334864,8250.0,2026,11
Rolls-Royce,Phantom Series Ii,9.0,11500,Automatic,second,Petrol,35.816284955916885,1278.0,2026,8
Mahindra,Thar,4.0,45000,Automatic,second,Diesel,35.814593942350974,11250.0,2026,11
Fiat,Punto,14.0,117500,Manual,second,Diesel,35.876900739188414,8393.0,2026,11
Mahindra,Xuv500,9.0,17000,Manual,second,Diesel,35.87680774206788,1889.0,2026,11
Honda,City,8.0,37000,Automatic,first,Petrol,35.81454540802352,4625.0,2026,11
Toyota,Innova Crysta,3.0,72000,Manual,first,Diesel,35.816284955916885,24000.0,2026,11
Toyota,Etios,7.0,115,Manual,second,Diesel,38.1171790364354,16.0,2026,11
Maruti Suzuki,Wagon R,2.0,120000,Manual,first,Petrol,35.87685510250738,25624.5,2026,11
Mercedes-Benz,C-Class,13.0,64321,Automatic,second,Diesel,35.8768994300517,4948.0,2026,11
Kia,Seltos,2.0,30000,Automatic,first,Petrol,35.81454536985541,15000.0,2026,11
Mercedes-Benz,Cla,5.0,63000,Automatic,second,Diesel,35.81454672642099,12600.0,2026,11
Hyundai,I20,12.0,78695,Manual,second,Diesel,33.51196027686139,6558.0,2026,11
Hyundai,I20,11.0,85000,Manual,second,Diesel,38.17944023099832,7727.0,2026,11
Kia,Seltos,4.0,35231,Manual,first,Petrol,35.876855138963826,8808.0,2026,11
Hyundai,Alcazar,1.0,2500,Automatic,first,Petrol,35.81454540918101,2500.0,2026,11
BMW,5 Series,11.0,68000,Automatic,second,Diesel,38.11717903643538,6182.0,2026,11
Honda,Jazz,6.0,59000,Automatic,second,Petrol,35.87685640914345,9833.0,2026,11
Audi,A6,12.0,72000,Automatic,first,Diesel,35.8768994300517,6000.0,2026,11
Land Rover,Range Rover Evoque,11.0,69000,Automatic,second,Diesel,35.81454540912082,6273.0,2026,11
Hyundai,Verna,6.0,57000,Automatic,first,Petrol,35.748093701424075,9500.0,2026,11
Mercedes-Benz,E-Class,10.0,78000,Automatic,second,Petrol,38.1171790364354,7800.0,2026,11
Volkswagen,Polo,2.0,27000,Manual,second,Petrol,35.81628368483316,13500.0,2026,11
Honda,City,10.0,70000,Automatic,second,Petrol,35.87685510248042,7000.0,2026,11
Hyundai,Creta,7.0,67000,Automatic,first,Diesel,38.1794857989187,9571.0,2026,11
Hyundai,I20,7.0,125000,Manual,second,Diesel,33.513698591839116,17857.0,2026,11
Toyota,Innova Crysta,5.0,68000,Automatic,second,Diesel,38.11713050320288,13600.0,2026,11
Tata,Safari Storme,7.0,168500,Manual,first,Diesel,35.81449355395853,24071.0,2026,11
Skoda,Fabia,13.0,95000,Manual,first,Petrol,35.87685637477743,7308.0,2026,11
Toyota,Innova,12.0,70000,Manual,first,Diesel,35.87680774206788,5833.0,2026,11
Mahindra,Xylo,6.0,42000,Manual,second,Diesel,35.81454540915234,7000.0,2026,11
Ambassador,Ambassador,16.0,69000,Manual,first,Diesel,35.74989937059981,4312.0,2026,11
Renault,Duster,5.0,51000,Automatic,second,Petrol,35.87685510250738,10200.0,2026,11
Toyota,Innova Crysta,2.0,6100,Manual,first,Diesel,38.117130539984494,3050.0,2026,11
Kia,Seltos,5.0,19000,Manual,first,Petrol,35.87853007442174,3800.0,2026,11
Renault,Kwid,5.0,89000,Manual,first,Petrol,35.74809515071818,17800.0,2026,11
Fiat,Linea,10.0,154000,Manual,second,Petrol,35.74809515071818,15400.0,2026,11
Mahindra,Xuv500,7.0,125000,Automatic,first,Diesel,38.11713050211481,17857.0,2026,11
Maruti Suzuki,A-Star,14.0,78000,Manual,second,Petrol,38.11712909477449,5571.0,2026,10
Hyundai,I20,14.0,72000,Automatic,second,Petrol,35.74814689185664,5143.0,2026,11
Hyundai,Santro,4.0,32000,Automatic,second,Petrol,35.87690070496924,8000.0,2026,11
Maruti Suzuki,Alto-800,11.0,80000,Manual,second,Petrol,35.87689809810987,7273.0,2026,11
Toyota,Fortuner,10.0,70000,Automatic,first,Diesel,38.17944150211311,7000.0,2026,11
Mercedes-Benz,E-Class,5.0,40000,Automatic,first,Diesel,35.816284955916885,8000.0,2026,11
Mahindra,Scorpio Classic,5.0,97000,Manual,first,Diesel,35.81628495594211,19400.0,2026,11
Honda,Jazz,6.0,32000,Manual,first,Petrol,35.81454541020884,5333.0,2026,11
Mercedes-Benz,Glc,5.0,39000,Automatic,second,Diesel,35.816284955916885,7800.0,2026,11
Maruti Suzuki,Vitara-Brezza,5.0,105919,Manual,first,Diesel,35.81454540915234,21184.0,2026,11
Honda,Amaze,5.0,168500,Automatic,second,Petrol,35.876855103472344,25624.5,2026,11
Maruti Suzuki,Ritz,9.0,64000,Manual,second,Petrol,35.87848849123604,7111.0,2026,10
Maruti Suzuki,Celerio,5.0,82000,Automatic,first,Petrol,38.11713185621088,16400.0,2026,11
Maruti Suzuki,Celerio,7.0,142000,Automatic,first,Petrol,35.8126882881711,20286.0,2026,11
Audi,A3,9.0,42000,Automatic,second,Diesel,35.81628372034903,4667.0,2026,11
Audi,A3,9.0,42000,Automatic,second,Diesel,35.81628372034903,4667.0,2026,11
Skoda,Rapid,3.0,40000,Automatic,second,Petrol,35.816282327839275,13333.0,2026,11
Maruti Suzuki,Wagon-R,8.0,39000,Automatic,second,Petrol,33.4473662090398,4875.0,2026,11
Hyundai,Verna,6.0,168500,Manual,first,Diesel,35.875111588756084,25624.5,2026,11
Maruti Suzuki,Fronx,0.0,4500,Automatic,first,Petrol,35.87685510247967,9622.0,2026,11
Kia,Seltos,1.0,10000,Automatic,first,Diesel,35.87685510248042,10000.0,2026,11
Toyota,Fortuner,3.0,40000,Automatic,first,Diesel,35.816284955916885,13333.0,2026,11
Nissan,Sunny,12.0,114000,Manual,second,Diesel,33.574270009513334,9500.0,2026,11
Tata,Nexon,4.0,30500,Automatic,second,Petrol,35.816282327839275,7625.0,2026,11
Maruti Suzuki,Swift,8.0,63653,Manual,second,Diesel,38.05253643292298,7957.0,2026,10
Volkswagen,Polo,8.0,67500,Automatic,second,Petrol,35.748093658186704,8438.0,2026,11
Hyundai,I20,3.0,14000,Automatic,first,Petrol,38.117129054200085,4667.0,2026,11
Hyundai,I20,6.0,63000,Manual,first,Petrol,35.74814557141285,10500.0,2026,11
Mini,Cooper 3 Door,3.0,19500,Automatic,first,Petrol,35.816284955916885,6500.0,2026,9
Mahindra,Tuv,9.0,58000,Manual,first,Diesel,35.87690070496924,6444.0,2026,10
Mahindra,Xuv700,2.0,79000,Automatic,first,Diesel,35.7461658017031,25624.5,2026,11
Audi,Q3,10.0,168500,Automatic,second,Diesel,38.117129054200085,16850.0,2026,11
Maruti Suzuki,Baleno,8.0,55000,Automatic,second,Petrol,33.4473662090398,6875.0,2026,10
BMW,5 Series,7.0,168500,Automatic,first,Diesel,38.11713046284948,24071.0,2026,11
Hyundai,I10,16.0,70000,Automatic,second,Petrol,38.1189143035073,4375.0,2026,11
Tata,Harrier,4.0,168500,Automatic,second,Diesel,35.816283684833934,25624.5,2026,11
Hyundai,Creta,5.0,94000,Automatic,first,Diesel,33.575857660755176,18800.0,2026,10
Honda,City,7.0,70000,Automatic,first,Petrol,35.87685637577293,10000.0,2026,11
BMW,5 Series,10.0,90000,Automatic,second,Diesel,35.81459262117978,9000.0,2026,11
Hyundai,Venue,3.0,50000,Manual,first,Diesel,38.11717903742631,16667.0,2026,11
Datsun,Go,5.0,70000,Automatic,second,Petrol,35.81454536872425,14000.0,2026,11
Hyundai,Creta,3.0,85000,Manual,first,Diesel,35.81459262117978,25624.5,2026,10
Hyundai,Grand I10 Nios,4.0,27500,Manual,second,Petrol,35.81449359337205,6875.0,2026,11
Tata,Harrier,4.0,85000,Automatic,second,Diesel,35.87685513893782,21250.0,2026,11
Honda,Accord,12.0,45000,Manual,first,Petrol,38.1171790364354,3750.0,2026,11
Maruti Suzuki,Ciaz,9.0,168500,Manual,first,Diesel,35.81454540915233,18722.0,2026,11
Honda,City,8.0,168500,Automatic,second,Petrol,38.179440196466345,21062.0,2026,11
Honda,Civic,14.0,86000,Automatic,second,Petrol,38.11713050320288,6143.0,2026,11
Maruti Suzuki,Alto-K10,6.0,64000,Automatic,first,Petrol,38.17944023099832,10667.0,2026,11
Maruti Suzuki,Ritz,13.0,110067,Manual,first,Diesel,35.81454536872425,8467.0,2026,10
Honda,City,17.5,69000,Manual,second,Petrol,38.181073550881486,3943.0,2026,11
Hyundai,Verna,10.0,73000,Manual,second,Petrol,35.81454541020884,7300.0,2026,10
Mahindra,Bolero,8.0,113000,Manual,second,Diesel,35.81459521452941,14125.0,2026,9
Audi,A4,8.0,98000,Automatic,second,Diesel,38.11713053895461,12250.0,2026,11
Hyundai,Creta,3.0,29997,Manual,first,Petrol,35.81628495594211,9999.0,2026,11
Maruti Suzuki,Swift-Dzire,10.0,43000,Automatic,second,Petrol,35.87848845788742,4300.0,2026,11
Maruti Suzuki,Ciaz,5.0,51000,Automatic,second,Petrol,35.81449355395853,10200.0,2026,11
Honda,City,13.0,77000,Automatic,second,Petrol,35.816330402897,5923.0,2026,11
Toyota,Fortuner,6.0,67000,Manual,second,Diesel,35.816284955916885,11167.0,2026,11
Maruti Suzuki,Swift,6.0,32321,Manual,first,Petrol,35.81454679979798,5387.0,2026,11
Maruti Suzuki,Baleno,2.0,30000,Manual,first,Petrol,35.87685637577293,15000.0,2026,11
Maruti Suzuki,Wagon-R,17.0,75000,Manual,second,Petrol,35.87689809810987,4412.0,2026,11
Toyota,Fortuner,10.0,159000,Automatic,second,Diesel,38.050678795515715,15900.0,2026,11
Honda,City,15.0,110000,Automatic,second,Petrol,35.74809374183052,7333.0,2026,11
Volkswagen,Polo,10.0,92100,Automatic,first,Petrol,35.87685510248042,9210.0,2026,11
Hyundai,Venue,1.0,12000,Automatic,first,Petrol,35.816283646942864,12000.0,2026,10
Mahindra,Bolero,13.0,127000,Manual,second,Diesel,35.87685510248042,9769.0,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,8.0,54615,Manual,first,Petrol,35.81454540918183,6827.0,2026,11
Maruti Suzuki,Wagon-R,15.0,62000,Manual,second,Petrol,35.81454541020884,4133.0,2026,11
Honda,City,7.0,67555,Automatic,first,Petrol,38.117179071924355,9651.0,2026,11
MG,Hector Plus,2.0,11001,Automatic,first,Petrol,33.510103153602934,5500.0,2026,11
Hyundai,Creta,5.0,47000,Automatic,first,Diesel,35.81632924467523,9400.0,2026,11
Maruti Suzuki,Swift,9.0,48000,Manual,first,Diesel,35.814546765298125,5333.0,2026,11
Hyundai,Creta,8.0,65000,Manual,second,Petrol,38.11717903742631,8125.0,2026,11
BMW,5 Series Gt,15.0,123000,Automatic,first,Diesel,35.814593978930326,8200.0,2026,11
Ford,Figo,13.0,122361,Manual,second,Diesel,35.81459394344213,9412.0,2026,11
Honda,Jazz,8.0,46000,Automatic,second,Petrol,35.81454541020884,5750.0,2026,11
Tata,Nexon,5.0,39000,Manual,first,Diesel,35.878488457861444,7800.0,2026,11
Mahindra,Scorpio,4.0,74000,Manual,first,Diesel,35.81454536985541,18500.0,2026,11
Toyota,Innova Crysta,7.0,86100,Automatic,first,Diesel,35.81618289257385,12300.0,2026,11
Skoda,Rapid,6.0,104000,Automatic,first,Petrol,35.87685637577293,17333.0,2026,11
Land Rover,Defender,1.0,20000,Automatic,first,Petrol,35.816284955916885,20000.0,2026,11
Maruti Suzuki,Alto-K10,8.0,38000,Automatic,second,Petrol,33.574270009513334,4750.0,2026,11
Hyundai,Grand I10,8.0,26000,Automatic,second,Petrol,38.117180307522666,3250.0,2026,11
Toyota,Fortuner,6.0,70000,Automatic,first,Diesel,35.816284955916885,11667.0,2026,11
Hyundai,Elantra,9.0,65000,Automatic,first,Diesel,35.87685510250738,7222.0,2026,11
Toyota,Corolla Altis,13.0,52000,Manual,second,Petrol,35.74814689185664,4000.0,2026,11
Maruti Suzuki,Eeco,2.0,26080,Manual,first,Petrol,35.81454540915233,13040.0,2026,11
Hyundai,Grand I10 Nios,4.0,35000,Automatic,second,Petrol,35.814546764334864,8750.0,2026,11
Maruti Suzuki,Vitara-Brezza,6.0,168500,Manual,first,Diesel,35.748093701424075,25624.5,2026,11
Jeep,Compass,7.0,59000,Manual,second,Diesel,35.81628372034903,8429.0,2026,11
Toyota,Etios,6.0,80000,Manual,first,Diesel,35.876855103472344,13333.0,2026,10
Jeep,Compass,5.0,168500,Manual,first,Diesel,35.81623508650734,25624.5,2026,11
Maruti Suzuki,Ertiga,7.0,92000,Manual,first,Diesel,35.87685510245005,13143.0,2026,11
Mercedes-Benz,Gla Class,5.0,50000,Automatic,second,Petrol,35.816284955916885,10000.0,2026,11
Maruti Suzuki,Alto-800,7.0,168500,Automatic,second,Petrol,35.81454540915146,24071.0,2026,11
Tata,Venture,11.0,100000,Manual,second,Diesel,33.513698553920015,9091.0,2026,11
Ford,Aspire,6.0,47000,Manual,first,Diesel,35.87690070496924,7833.0,2026,11
Mahindra,Xuv500,8.0,100000,Manual,first,Diesel,35.816282327839275,12500.0,2026,11
Mercedes-Benz,Gla,8.0,41000,Automatic,second,Diesel,35.87685513803205,5125.0,2026,11
Tata,Harrier,2.0,21000,Manual,first,Diesel,35.814593977937385,10500.0,2026,11
Hyundai,Verna,12.0,83000,Manual,second,Petrol,33.51196027686139,6917.0,2026,11
Honda,City,2.0,13000,Automatic,first,Petrol,35.81454676324931,6500.0,2026,11
Toyota,Corolla,17.5,76000,Automatic,second,Petrol,38.11886877785487,4343.0,2026,11
Hyundai,Grand I10,5.0,168500,Manual,first,Diesel,38.11713185730126,25624.5,2026,11
Mercedes-Benz,C-Class,12.0,76000,Automatic,first,Petrol,35.81628372034975,6333.0,2026,11
Maruti Suzuki,Baleno,5.0,168500,Manual,first,Petrol,35.876855103472344,25624.5,2026,11
Mini,Cooper Countryman,9.0,76000,Automatic,second,Diesel,35.81274024686727,8444.0,2026,9
Renault,Triber,3.0,25152,Manual,first,Petrol,38.05253643292298,8384.0,2026,10
Maruti Suzuki,Swift-Dzire,7.0,110000,Manual,first,Diesel,33.513698591839116,15714.0,2026,11
Maruti Suzuki,Zen-Estilo,14.0,25370,Manual,first,Petrol,38.11886877785487,1812.0,2026,11
Renault,Kwid,7.0,100000,Manual,second,Petrol,35.81454536872425,14286.0,2026,11
Mahindra,Scorpio,1.0,79000,Manual,first,Diesel,35.816235048482376,25624.5,2026,11
Skoda,Rapid,9.0,71000,Automatic,second,Petrol,35.87848845788742,7889.0,2026,11
Maruti Suzuki,Swift-Dzire,15.0,125000,Manual,first,Diesel,33.51369859078033,8333.0,2026,11
Kia,Carens,0.0,2700,Automatic,first,Petrol,35.814593977937385,9622.0,2026,11
Hyundai,Creta,8.0,71000,Manual,first,Diesel,38.117131892818,8875.0,2026,11
Mahindra,Xuv500,8.0,115000,Manual,second,Diesel,35.878488457861444,14375.0,2026,10
BMW,5 Series,11.0,67000,Automatic,second,Diesel,35.87690070496924,6091.0,2026,11
Kia,Seltos,3.0,70000,Manual,first,Diesel,35.8163292438277,23333.0,2026,11
Mercedes-Benz,Cla,8.0,58400,Automatic,second,Diesel,35.87848849123604,7300.0,2026,10
Toyota,Urban Cruiser,2.0,11000,Automatic,first,Petrol,35.87848965315941,5500.0,2026,11
Mahindra,Scorpio,8.0,90000,Manual,first,Diesel,35.81628372034903,11250.0,2026,11
Mahindra,Xylo,9.0,78000,Manual,second,Diesel,35.74809515071818,8667.0,2026,11
Mahindra,Scorpio,11.0,108000,Manual,first,Diesel,35.87685510347305,9818.0,2026,11
Hyundai,Alcazar,17.5,16000,Manual,first,Petrol,35.87685510247967,914.0,2026,10
Chevrolet,Cruze,9.0,57000,Automatic,first,Diesel,35.87685510248042,6333.0,2026,11
Mahindra,Xuv500,7.0,168500,Automatic,second,Diesel,38.11713050320288,24071.0,2026,11
Maruti Suzuki,Vitara-Brezza,6.0,90000,Manual,second,Diesel,35.81454540918183,15000.0,2026,11
Honda,Brio,7.0,168500,Automatic,second,Petrol,38.1171790364354,24071.0,2026,11
Skoda,Kushaq,1.0,16000,Manual,second,Petrol,38.1171790364354,16000.0,2026,11
Hyundai,Creta,2.0,27000,Automatic,second,Petrol,35.748038236985714,13500.0,2026,11
Porsche,Cayenne,10.0,70000,Automatic,second,Petrol,35.816284955916885,7000.0,2026,9
Toyota,Etios,12.0,51000,Automatic,second,Petrol,35.81454540915233,4250.0,2026,11
Honda,City,12.0,80000,Manual,second,Petrol,35.87680492312099,6667.0,2026,11
Mahindra,Scorpio N,2.0,18900,Automatic,first,Petrol,35.81628495591612,9450.0,2026,11
Hyundai,Alcazar,1.0,16000,Automatic,first,Diesel,35.74814557035469,16000.0,2026,11
Maruti Suzuki,Swift-Dzire,9.0,51700,Manual,second,Petrol,33.4473662090398,5744.0,2026,10
Jeep,Compass,3.0,14000,Automatic,first,Diesel,35.816284955916885,4667.0,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,10.0,90000,Manual,first,Diesel,35.81459258549993,9000.0,2026,11
Ford,Figo,13.0,78000,Manual,second,Diesel,35.812689697582975,6000.0,2026,10
Mahindra,Tuv,6.0,80000,Manual,first,Diesel,35.81459524782038,13333.0,2026,11
Mercedes-Benz,Gls,7.0,88927,Automatic,first,Petrol,35.816284955916885,12704.0,2026,11
Maruti Suzuki,Swift,5.0,26000,Automatic,first,Petrol,35.87848721736374,5200.0,2026,11
Maruti Suzuki,Vitara-Brezza,6.0,61000,Manual,second,Diesel,35.814546765298104,10167.0,2026,10
Toyota,Fortuner,10.0,75000,Automatic,second,Diesel,38.11713050211481,7500.0,2026,11
Hyundai,Creta,7.0,54000,Automatic,first,Petrol,38.118870082199244,7714.0,2026,11
Renault,Duster,4.0,72000,Automatic,first,Petrol,35.81454544701811,18000.0,2026,10
Audi,Q5,14.0,98000,Automatic,second,Diesel,35.876856375798845,7000.0,2026,11
Kia,Seltos,4.0,50693,Automatic,first,Petrol,38.048693900672916,12673.0,2026,10
Kia,Sonet,4.0,72000,Manual,first,Diesel,35.87685510247967,18000.0,2026,11
Maruti Suzuki,Swift-Dzire,6.0,52000,Manual,first,Petrol,35.81454540918183,8667.0,2026,11
Maruti Suzuki,Vitara-Brezza,7.0,94000,Manual,second,Diesel,35.816330434124545,13429.0,2026,11
Toyota,Innova,9.0,168500,Manual,second,Diesel,33.512008850447316,18722.0,2026,11
Mahindra,Scorpio,6.0,80000,Manual,first,Diesel,35.87685513893782,13333.0,2026,11
Hyundai,Creta,4.0,44000,Automatic,first,Petrol,38.11717903537667,11000.0,2026,11
Skoda,Rapid,9.0,151000,Automatic,second,Diesel,33.574221286844114,16778.0,2026,11
Honda,Civic,17.0,103000,Automatic,second,Petrol,38.11713054001289,6059.0,2026,11
Tata,Hexa,6.0,85000,Automatic,second,Diesel,35.814546765298125,14167.0,2026,11
Lexus,Ls,13.0,45000,Automatic,second,Petrol,35.816284955916885,3462.0,2026,11
Renault,Kiger,2.0,49000,Automatic,first,Petrol,38.118914337669274,24500.0,2026,11
Hyundai,I20,11.0,35000,Manual,second,Petrol,35.878488422229225,3182.0,2026,10
Fiat,Punto,6.0,168500,Manual,first,Diesel,35.81459394344136,25624.5,2026,11
Kia,Seltos,2.0,62000,Manual,first,Petrol,38.11713050320288,25624.5,2026,10
Honda,Amaze,6.0,124000,Manual,first,Diesel,38.117179071924355,20667.0,2026,11
MG,Hector,3.0,20530,Automatic,first,Petrol,35.876901930556784,6843.0,2026,11
Honda,Jazz,7.0,65000,Manual,second,Diesel,35.814546765298125,9286.0,2026,10
Skoda,Octavia,17.5,168500,Manual,first,Diesel,33.574221286844114,9629.0,2026,11
Hyundai,Grand I10 Nios,3.0,72000,Automatic,second,Petrol,35.81449355395853,24000.0,2026,11
Hyundai,Creta Facelift,3.0,119267,Manual,first,Diesel,35.81628372034903,25624.5,2026,11
Maruti Suzuki,Sx4,15.0,92000,Automatic,second,Petrol,35.81454541020884,6133.0,2026,11
Ford,Endeavour,3.0,55000,Automatic,first,Diesel,35.816284955916885,18333.0,2026,10
Honda,Civic,17.5,43519,Automatic,first,Petrol,35.878488422229225,2487.0,2026,11
Volkswagen,Polo,10.0,78000,Manual,first,Petrol,38.11886877785487,7800.0,2026,11
Hyundai,Fluidic Verna,5.0,54000,Manual,second,Petrol,38.118914337669274,10800.0,2026,11
Hyundai,I10,12.0,80444,Automatic,first,Petrol,33.57431433499658,6704.0,2026,11
Maruti Suzuki,Swift,7.0,55000,Manual,first,Petrol,35.81454540915233,7857.0,2026,11
Mahindra,Xuv300,5.0,168500,Manual,first,Petrol,35.87685637577293,25624.5,2026,11
Maruti Suzuki,Celerio,9.0,28120,Manual,first,Petrol,38.117180307522666,3124.0,2026,11
Tata,Nexon,2.0,13000,Manual,first,Petrol,38.1171790364354,6500.0,2026,10
Maruti Suzuki,Swift-Dzire,10.0,70000,Manual,second,Petrol,33.57431433499658,7000.0,2026,11
Audi,Q3,7.0,65000,Automatic,first,Diesel,38.18107474528008,9286.0,2026,11
Nissan,Terrano,9.0,95000,Manual,first,Diesel,33.574221286844114,10556.0,2026,10
Ford,Mustang,5.0,30000,Automatic,second,Petrol,35.816284955916885,6000.0,2026,11
Mercedes-Benz,Gle Coupe,5.0,30000,Automatic,first,Petrol,35.816284955916885,6000.0,2026,11
Toyota,Innova Crysta,7.0,125888,Manual,first,Diesel,38.1810723103857,17984.0,2026,11
Mercedes-Benz,Cla,9.0,55000,Automatic,first,Diesel,35.876900739187754,6111.0,2026,11
Porsche,Cayenne Coupe,3.0,19000,Automatic,second,Petrol,35.816284955916885,6333.0,2026,11
Mahindra,Xuv500,12.0,115000,Manual,second,Diesel,38.1171790364354,9583.0,2026,11
Mini,Cooper S,1.0,9500,Automatic,first,Petrol,35.816284955916885,9500.0,2026,11
Maruti Suzuki,Swift,14.0,99860,Manual,second,Diesel,35.748093742917305,7133.0,2026,11
Kia,Carnival,4.0,45000,Automatic,second,Diesel,35.816284955916885,11250.0,2026,9
Hyundai,Elantra,9.0,78000,Automatic,first,Diesel,35.878488457861444,8667.0,2026,11
Mahindra,Xuv500,5.0,44000,Manual,first,Diesel,35.81628372034975,8800.0,2026,11
Maruti Suzuki,Ertiga,2.0,168500,Manual,second,Petrol,38.115325261306936,25624.5,2026,11
Maruti Suzuki,Vitara-Brezza,5.0,71000,Automatic,first,Diesel,35.87685637670324,14200.0,2026,10
Mahindra,Thar,2.0,27000,Automatic,first,Diesel,35.814592585530434,13500.0,2026,10
Ford,Endeavour,5.0,77000,Automatic,second,Diesel,38.11713050214638,15400.0,2026,11
Audi,A5,13.0,168500,Automatic,second,Diesel,38.1810723103857,12962.0,2026,11
Tata,Safari Storme,9.0,93000,Manual,second,Diesel,38.17948699314416,10333.0,2026,11
Maruti Suzuki,Wagon-R,16.0,42000,Manual,second,Petrol,35.74809374183052,2625.0,2026,11
Mahindra,Xylo,11.0,55000,Automatic,second,Diesel,33.51196027686139,5000.0,2026,11
Chevrolet,Spark,15.0,168500,Manual,first,Petrol,33.510104642586796,11233.0,2026,11
Maruti Suzuki,Celerio,5.0,37710,Automatic,first,Petrol,35.81449359337205,7542.0,2026,11
Tata,Nano,10.0,35000,Manual,second,Petrol,38.1189143035073,3500.0,2026,11
Renault,Duster,11.0,95000,Manual,first,Diesel,38.11713054001289,8636.0,2026,11
Mahindra,Thar,3.0,20000,Automatic,second,Petrol,35.748038236985714,6667.0,2026,11
Renault,Kwid,7.0,55000,Automatic,second,Petrol,35.878489618867185,7857.0,2026,11
Renault,Kwid,5.0,94000,Automatic,first,Petrol,38.11702303029633,18800.0,2026,11
Hyundai,Venue,1.0,7500,Automatic,first,Petrol,38.050678795515715,7500.0,2026,11
MG,Hector,3.0,61000,Automatic,first,Petrol,35.814593943442134,20333.0,2026,11
Hyundai,I20,12.0,168500,Manual,second,Diesel,38.118868813343795,14042.0,2026,11
Renault,Triber,3.0,80000,Manual,first,Petrol,35.81454396127045,25624.5,2026,11
Chevrolet,Cruze,11.0,75000,Automatic,second,Diesel,35.814546765298104,6818.0,2026,11
Volkswagen,Tiguan All Space,1.0,25000,Automatic,first,Petrol,35.816284955916885,25000.0,2026,11
Volkswagen,Polo,8.0,78000,Automatic,first,Petrol,35.81454540915233,9750.0,2026,11
Mahindra,Bolero,2.0,30800,Manual,first,Diesel,35.87685510247967,15400.0,2026,11
Maruti Suzuki,Grand Vitara,1.0,50000,Automatic,first,Petrol,35.81628498922952,25624.5,2026,11
Lexus,Es,2.0,24000,Automatic,first,Petrol,35.816284955916885,12000.0,2026,11
Hyundai,I20,2.0,63110,Manual,first,Diesel,38.117129054200085,25624.5,2026,11
Maruti Suzuki,Vitara-Brezza,7.0,93000,Manual,first,Diesel,35.81454541020884,13286.0,2026,11
Honda,City,3.0,38000,Automatic,first,Petrol,38.117130502175876,12667.0,2026,11
Nissan,Micra,7.0,18000,Manual,first,Petrol,35.81459394344213,2571.0,2026,11
Tata,Tiago,5.0,49000,Automatic,first,Petrol,38.11713185730126,9800.0,2026,11
Honda,City,9.0,78000,Manual,first,Petrol,35.87690070496924,8667.0,2026,11
Mercedes-Benz,Gle,6.0,70000,Automatic,first,Diesel,35.816284955916885,11667.0,2026,10
Toyota,Innova Crysta,6.0,68500,Automatic,first,Diesel,35.746108850981145,11417.0,2026,11
Volkswagen,Polo,10.0,96000,Manual,second,Diesel,38.05067879318022,9600.0,2026,11
Mercedes-Benz,Gl-Class,13.0,94990,Automatic,second,Diesel,35.81454544698963,7307.0,2026,11
Toyota,Innova Crysta,7.0,115000,Manual,first,Diesel,35.812688287110916,16429.0,2026,11
Maruti Suzuki,Swift-Dzire,10.0,93000,Manual,second,Diesel,33.512010086964835,9300.0,2026,11
Toyota,Camry,9.0,96000,Automatic,second,Petrol,38.050678795515715,10667.0,2026,10
Mitsubishi,Pajero Sport,7.0,125000,Automatic,second,Diesel,38.115273339623435,17857.0,2026,11
Toyota,Fortuner,7.0,115000,Automatic,second,Diesel,38.117130539984494,16429.0,2026,11
