Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Mercedes-Benz,E-Class,10.0,119000,Automatic,first,Diesel,35.87685510247967,11900.0,2026,11
Honda,Amaze,5.0,168500,Automatic,second,Petrol,35.876855103472344,25624.5,2026,11
Mahindra,Xuv500,9.0,168500,Manual,first,Diesel,35.876855103472344,18722.0,2026,8
Skoda,Rapid,9.0,124006,Manual,second,Diesel,35.74814557141285,13778.0,2026,9
Maruti Suzuki,Baleno,8.0,55000,Manual,second,Petrol,35.81628368483316,6875.0,2026,11
Hyundai,I20,11.0,24500,Manual,second,Petrol,33.51196027686139,2227.0,2026,11
Volkswagen,Polo,4.0,35000,Automatic,first,Petrol,35.81268824659786,8750.0,2026,11
Jeep,Compass,7.0,51600,Manual,first,Diesel,38.117179071924355,7371.0,2026,11
Kia,Seltos,3.0,100000,Automatic,first,Diesel,38.050678795515715,25624.5,2026,11
Hyundai,I20,12.0,110000,Manual,second,Petrol,35.814595178963806,9167.0,2026,11
Hyundai,Venue,5.0,52000,Manual,second,Petrol,35.81449355395853,10400.0,2026,11
Honda,Amaze,2.0,21000,Automatic,first,Petrol,38.117129054200085,10500.0,2026,11
Mercedes-Benz,C-Class,9.0,57000,Automatic,first,Diesel,35.814593977937385,6333.0,2026,11
Honda,City,9.0,70000,Automatic,first,Petrol,35.876855103472344,7778.0,2026,11
Volkswagen,Polo,9.0,78000,Manual,second,Diesel,35.74814557141285,8667.0,2026,11
Toyota,Innova Crysta,8.0,103000,Manual,second,Diesel,38.050678795515715,12875.0,2026,9
Hyundai,I20,12.0,120000,Manual,second,Diesel,35.81459521452941,10000.0,2026,11
Ford,Figo,13.0,168500,Manual,second,Diesel,35.876901930579656,12962.0,2026,7
Maruti Suzuki,Swift-Dzire,11.0,150000,Manual,second,Diesel,33.574221286844114,13636.0,2026,11
Hyundai,Elantra,6.0,68000,Automatic,first,Diesel,35.81454676324931,11333.0,2026,11
Maruti Suzuki,Swift-Dzire,11.0,135000,Manual,second,Diesel,38.11886877881816,12273.0,2026,11
Datsun,Redigo,6.0,38000,Automatic,first,Petrol,35.81268824656323,6333.0,2026,11
Audi,A4,13.0,150000,Automatic,second,Diesel,35.81628368486081,11538.0,2026,11
Maruti Suzuki,Swift,5.0,48000,Manual,first,Petrol,35.87685510248042,9600.0,2026,9
Mercedes-Benz,Cls-Class,7.0,72000,Automatic,second,Diesel,35.816284955916885,10286.0,2026,11
Mercedes-Benz,Gla Class,7.0,32600,Automatic,second,Petrol,35.814593977937385,4657.0,2026,11
Maruti Suzuki,Swift,2.0,19245,Automatic,first,Petrol,35.81454540802352,9622.0,2026,11
Mahindra,Xylo,6.0,168500,Manual,second,Diesel,35.81454540915233,25624.5,2026,11
Toyota,Vellfire,2.0,30000,Automatic,first,Petrol,35.816284955916885,15000.0,2026,11
Mahindra,Xuv500,10.0,88500,Manual,first,Diesel,33.513698591839116,8850.0,2026,11
Maruti Suzuki,Alto-K10,9.0,73000,Automatic,first,Petrol,35.81628372032452,8111.0,2026,11
Audi,A4,5.0,23400,Automatic,second,Petrol,35.816284955916885,4680.0,2026,11
Audi,A6,10.0,99000,Automatic,first,Diesel,35.87685510247967,9900.0,2026,11
Audi,A4,7.0,116000,Automatic,second,Diesel,38.11713046284948,16571.0,2026,11
Honda,City,3.0,150000,Automatic,first,Petrol,35.748038236985714,25624.5,2026,11
Audi,Q3,8.0,50000,Automatic,second,Diesel,38.1171790364354,6250.0,2026,11
Mercedes-Benz,S-Class,5.0,29000,Automatic,first,Petrol,35.816284955916885,5800.0,2026,11
Hyundai,I20,10.0,70000,Manual,second,Diesel,33.4473662090398,7000.0,2026,8
Maruti Suzuki,Swift,4.0,65000,Manual,first,Petrol,35.81632924380336,16250.0,2026,11
Volkswagen,Ventotest,9.0,103000,Automatic,first,Diesel,38.115273339591,11444.0,2026,11
Honda,City,6.0,48000,Manual,second,Petrol,35.876855103472344,8000.0,2026,11
Honda,Civic,17.0,95000,Manual,second,Petrol,35.816329210539166,5588.0,2026,11
Honda,City,10.0,90000,Manual,second,Diesel,35.814546764307195,9000.0,2026,11
Mahindra,Tuv,5.0,97333,Manual,first,Diesel,35.814546765298104,19467.0,2026,11
Hyundai,I10,12.0,100000,Automatic,second,Petrol,35.87690070496924,8333.0,2026,11
Renault,Kwid,8.0,168500,Manual,second,Petrol,38.11886877785487,21062.0,2026,6
Maruti Suzuki,Ciaz,6.0,34000,Automatic,first,Petrol,35.875110226665065,5667.0,2026,11
Honda,City,7.0,28305,Automatic,first,Petrol,38.11886877782718,4044.0,2026,11
Maruti Suzuki,Alto,13.0,53000,Manual,second,Petrol,35.81454536872508,4077.0,2026,11
Toyota,Camry,8.0,168500,Automatic,first,Petrol,35.81268824659786,21062.0,2026,11
Honda,City,10.0,87000,Manual,first,Diesel,35.81454541020884,8700.0,2026,10
Jaguar,Xf,5.0,17500,Automatic,first,Petrol,35.816284955916885,3500.0,2026,10
Toyota,Innova Crysta,4.0,168500,Manual,first,Diesel,38.117178998547004,25624.5,2026,11
Maruti Suzuki,Swift-Dzire,7.0,56000,Manual,second,Diesel,35.81459524782038,8000.0,2026,11
Maruti Suzuki,Ertiga,7.0,168500,Automatic,second,Petrol,35.81449355395853,24071.0,2026,11
Maruti Suzuki,S-Presso,3.0,25000,Automatic,second,Petrol,35.81454541020884,8333.0,2026,11
Skoda,Octavia,9.0,59000,Automatic,second,Petrol,33.51196031615829,6556.0,2026,10
Ford,Ecosport,8.0,168500,Manual,first,Diesel,38.11713185621088,21062.0,2026,11
Hyundai,Creta,8.0,78000,Automatic,second,Diesel,35.81459112814982,9750.0,2026,11
Audi,Q3,7.0,120000,Automatic,second,Diesel,35.81628498922952,17143.0,2026,10
Maruti Suzuki,Ignis,4.0,28000,Automatic,second,Petrol,38.179440196466345,7000.0,2026,11
Honda,City,8.0,29000,Automatic,first,Petrol,35.878488457861444,3625.0,2026,11
Hyundai,I20,7.0,49700,Manual,first,Petrol,35.81459394344136,7100.0,2026,10
Audi,A6,13.0,51000,Automatic,second,Petrol,38.050678795515715,3923.0,2026,11
Mahindra,Xuv500,5.0,19300,Manual,second,Diesel,35.87685637670324,3860.0,2026,11
Volkswagen,Polo,3.0,168500,Automatic,first,Petrol,38.050680242654074,25624.5,2026,11
Toyota,Fortuner,11.0,95013,Automatic,first,Diesel,35.81628372034903,8638.0,2026,10
Maruti Suzuki,Alto 800,4.0,168500,Manual,first,Petrol,35.81628368486083,25624.5,2026,11
Hyundai,Creta,2.0,9000,Manual,first,Petrol,35.87685513893782,4500.0,2026,11
Jeep,Compass,4.0,168500,Automatic,first,Petrol,38.18107474528008,25624.5,2026,11
Audi,A6,11.0,16250,Automatic,first,Petrol,38.050678795515715,1477.0,2026,11
Hyundai,Venue,4.0,30000,Manual,first,Petrol,38.11891430350658,7500.0,2026,11
Tata,Tigor,2.0,18000,Manual,first,Petrol,35.814543962369235,9000.0,2026,9
BMW,5 Series,9.0,92000,Automatic,first,Diesel,38.11713050320288,10222.0,2026,11
Toyota,Innova Crysta,6.0,118000,Automatic,first,Diesel,35.876855103472344,19667.0,2026,11
Tata,Nano,10.0,48000,Manual,second,Petrol,33.513698553920015,4800.0,2026,11
Kia,Sonet,1.0,2400,Automatic,first,Petrol,35.81454536985541,2400.0,2026,11
BMW,7 Series,6.0,51000,Automatic,second,Diesel,35.816284955916885,8500.0,2026,11
Honda,City,8.0,111000,Automatic,first,Petrol,35.81454541020884,13875.0,2026,11
Chevrolet,Cruze,11.0,90000,Automatic,first,Diesel,35.87685510245005,8182.0,2026,11
Maruti Suzuki,Swift-Dzire,7.0,68000,Manual,second,Petrol,33.574221286844114,9714.0,2026,11
Maruti Suzuki,Baleno,7.0,51000,Manual,first,Petrol,35.816283720349006,7286.0,2026,11
Skoda,Superb,11.0,72000,Automatic,first,Petrol,38.117180307522666,6545.0,2026,11
Honda,City,14.0,79000,Manual,second,Petrol,35.74803828316325,5643.0,2026,11
Mercedes-Benz,E-Class,10.0,51447,Automatic,first,Diesel,31.209423792968185,5145.0,2026,11
Mahindra,Scorpio,1.0,15903,Automatic,first,Diesel,33.51196031618779,15903.0,2026,11
Hyundai,Verna,11.0,52000,Manual,first,Diesel,35.87685510247967,4727.0,2026,11
Maruti Suzuki,Ertiga,3.0,168500,Manual,first,Petrol,38.11713050211481,25624.5,2026,11
Honda,City,8.0,56000,Automatic,second,Petrol,35.814546764334864,7000.0,2026,11
Honda,Accord,17.5,80000,Manual,second,Petrol,35.81454544701811,4571.0,2026,11
Toyota,Fortuner,11.0,168500,Manual,second,Diesel,35.814593977937385,15318.0,2026,11
Mahindra,Tuv,8.0,64525,Manual,first,Diesel,33.4473662090398,8066.0,2026,11
Toyota,Innova Crysta,2.0,7000,Automatic,first,Petrol,35.74814557035469,3500.0,2026,11
Mahindra,Xuv700,0.0,1450,Automatic,first,Diesel,35.816284955916885,9622.0,2026,10
Maruti Suzuki,Zen-Estilo,17.5,85000,Automatic,second,Petrol,38.115325217738004,4857.0,2026,11
Mini,3 Door,5.0,39000,Automatic,second,Petrol,35.816284955916885,7800.0,2026,11
Honda,Amaze,3.0,31986,Manual,first,Petrol,35.878488457861444,10662.0,2026,10
Tata,Harrier,1.0,29000,Manual,first,Diesel,35.876855103472344,25624.5,2026,11
Maruti Suzuki,Zen-Estilo,17.5,74000,Manual,second,Petrol,38.118867420805536,4229.0,2026,11
Hyundai,Elite I20,9.0,57000,Manual,first,Petrol,35.87685373963976,6333.0,2026,11
Mini,Cooper,6.0,12923,Automatic,first,Petrol,35.816284955916885,2154.0,2026,11
Hyundai,Creta,4.0,130000,Automatic,second,Diesel,38.11713050211481,25624.5,2026,11
Honda,Amaze,4.0,25000,Manual,first,Petrol,38.115273339591,6250.0,2026,11
Maruti Suzuki,Estilo,14.0,0,Automatic,second,Petrol,38.118868813343774,0.0,2026,11
Maruti Suzuki,Swift,15.0,80282,Manual,second,Petrol,35.74814689185664,5352.0,2026,11
Mercedes-Benz,C-Class,7.0,112000,Automatic,first,Diesel,35.816284955916885,16000.0,2026,11
Hyundai,I10,15.0,69000,Automatic,first,Petrol,38.17944150211311,4600.0,2026,10
Maruti Suzuki,Swift-Dzire,16.0,83481,Manual,second,Petrol,35.87685637477743,5218.0,2026,11
Volkswagen,Polo,3.0,50000,Automatic,second,Petrol,35.87848965315941,16667.0,2026,11
Maruti Suzuki,Baleno,8.0,63200,Automatic,second,Petrol,35.81632921048397,7900.0,2026,11
Hyundai,Grand I10,6.0,53000,Manual,second,Petrol,38.117131892792706,8833.0,2026,11
Hyundai,Getz Prime,15.0,15,Manual,second,Petrol,35.81459394344136,1.0,2026,11
Kia,Sonet,1.0,43000,Manual,first,Diesel,35.87690073831448,25624.5,2026,11
BMW,X4,2.0,9000,Automatic,second,Petrol,35.816284955916885,4500.0,2026,11
Hyundai,I10,13.0,58000,Automatic,first,Petrol,35.74809374183052,4462.0,2026,10
MG,Hector,3.0,50000,Automatic,second,Petrol,35.81454540915234,16667.0,2026,11
Maruti Suzuki,Ciaz,5.0,49000,Automatic,second,Petrol,38.117179071924355,9800.0,2026,11
Honda,City Zx,17.5,60000,Manual,second,Petrol,35.81459394346902,3429.0,2026,11
Chevrolet,Cruze,11.0,70000,Automatic,first,Diesel,35.81628368582412,6364.0,2026,11
Volkswagen,Polo,5.0,48000,Manual,first,Petrol,35.87685510347305,9600.0,2026,11
Tata,Nexon,6.0,38000,Manual,first,Petrol,35.74814557141285,6333.0,2026,11
Toyota,Glanza,3.0,28000,Automatic,second,Petrol,35.87680774206788,9333.0,2026,11
Maruti Suzuki,Alto-800,3.0,19500,Manual,second,Petrol,35.81454540802352,6500.0,2026,11
Mahindra,Xuv500,10.0,99000,Manual,second,Diesel,35.81459394344136,9900.0,2026,11
Toyota,Innova Crysta,6.0,74000,Automatic,second,Diesel,35.81274024686727,12333.0,2026,11
Maruti Suzuki,S-Cross,7.0,113000,Manual,second,Diesel,35.74814557141285,16143.0,2026,11
Lexus,Lx,0.0,24000,Automatic,first,Diesel,35.816284955916885,9622.0,2026,11
Hyundai,Tucson,7.0,90709,Automatic,first,Diesel,35.81454536985541,12958.0,2026,11
Toyota,Innova Crysta,8.0,99584,Automatic,first,Diesel,35.87690073833886,12448.0,2026,11
Chevrolet,Enjoy,9.0,92000,Manual,second,Diesel,35.87848845788742,10222.0,2026,11
Maruti Suzuki,Grand Vitara,1.0,20000,Automatic,first,Petrol,35.876855103472344,20000.0,2026,11
Maruti Suzuki,Swift,5.0,80000,Manual,first,Diesel,35.814546765298125,16000.0,2026,11
Ford,Figo,11.0,64000,Manual,first,Diesel,35.814595178963806,5818.0,2026,10
Hyundai,Venue,9.0,78000,Manual,first,Diesel,35.81632921048397,8667.0,2026,11
Audi,Q5,14.0,98000,Automatic,second,Diesel,35.876856375798845,7000.0,2026,11
Kia,Seltos,2.0,18000,Automatic,first,Petrol,35.87685513893782,9000.0,2026,11
BMW,X3,12.0,86000,Automatic,second,Diesel,35.81628372034975,7167.0,2026,11
Honda,Mobilio,9.0,51000,Manual,second,Petrol,35.816283720349006,5667.0,2026,11
Fiat,Punto Evo,9.0,86000,Manual,second,Diesel,35.81454541023723,9556.0,2026,11
BMW,3 Series Gt,7.0,100000,Automatic,first,Diesel,35.816284955916885,14286.0,2026,11
Mahindra,Bolero Neo Plus,9.0,69000,Automatic,first,Diesel,35.81454541020884,7667.0,2026,11
Mahindra,Scorpio N,1.0,120000,Automatic,first,Diesel,35.81454540912082,25624.5,2026,11
Maruti Suzuki,Vitara-Brezza,6.0,67000,Manual,first,Diesel,35.81632924380336,11167.0,2026,9
Hyundai,Alcazar,2.0,33000,Automatic,first,Diesel,38.11707868742605,16500.0,2026,10
Mahindra,Xuv500,9.0,71000,Manual,second,Diesel,33.44357925425065,7889.0,2026,11
Hyundai,Grand I10,7.0,47600,Automatic,first,Petrol,35.8145454080244,6800.0,2026,10
Hyundai,Verna,17.5,160000,Manual,first,Diesel,33.512010155698235,9143.0,2026,11
Audi,A3,9.0,95000,Automatic,first,Diesel,38.048693900672916,10556.0,2026,11
Maruti Suzuki,Brezza,2.0,33000,Automatic,first,Petrol,35.81454540915234,16500.0,2026,11
Hyundai,Creta,6.0,70000,Manual,first,Diesel,35.81454540915234,11667.0,2026,11
Tata,Hexa,7.0,57000,Automatic,first,Diesel,35.81454540915234,8143.0,2026,11
Hyundai,Creta,5.0,168500,Automatic,first,Diesel,35.81449355282816,25624.5,2026,11
Hyundai,Verna,3.0,46000,Automatic,first,Petrol,35.814546764334885,15333.0,2026,11
BMW,5 Series,8.0,47000,Automatic,second,Diesel,35.816284955916885,5875.0,2026,11
BMW,3 Series,10.0,90000,Automatic,second,Diesel,35.878488491212316,9000.0,2026,11
Maruti Suzuki,Swift,11.0,54268,Manual,first,Petrol,35.81459394344136,4933.0,2026,11
BMW,X1,13.0,168500,Automatic,second,Diesel,35.87680774206788,12962.0,2026,11
Hyundai,Creta,6.0,57000,Automatic,first,Diesel,35.81628372034975,9500.0,2026,11
Hyundai,Creta,3.0,25000,Manual,first,Petrol,35.81628368377438,8333.0,2026,11
Mahindra,Tuv,6.0,83725,Automatic,second,Diesel,35.878488457861444,13954.0,2026,11
Toyota,Etios,6.0,95000,Manual,second,Diesel,35.81454540915233,15833.0,2026,9
Renault,Kwid,7.0,33000,Automatic,second,Petrol,35.74809374183052,4714.0,2026,11
Mercedes-Benz,S-Class,6.0,39000,Automatic,second,Diesel,35.816284955916885,6500.0,2026,11
Isuzu,D-Max V-Cross,6.0,96000,Manual,second,Diesel,35.814592585530434,16000.0,2026,9
Honda,Civic,17.5,98000,Automatic,second,Petrol,35.87685637670326,5600.0,2026,11
Maruti Suzuki,Alto-800,8.0,101500,Manual,second,Petrol,35.748093742917305,12688.0,2026,11
Volkswagen,Ventotest,7.0,76654,Automatic,first,Petrol,35.814546765298125,10951.0,2026,11
Maruti Suzuki,Swift-Dzire,12.0,69000,Manual,second,Petrol,35.81449359334323,5750.0,2026,11
MG,Hector,5.0,16000,Automatic,second,Petrol,38.1171790364354,3200.0,2026,11
Hyundai,Creta,5.0,38000,Automatic,second,Petrol,35.87848965315941,7600.0,2026,10
Maruti Suzuki,Vitara-Brezza,6.0,53200,Automatic,first,Diesel,35.81454540915234,8867.0,2026,10
Audi,A3,9.0,42000,Automatic,second,Diesel,35.81628372034903,4667.0,2026,11
Audi,A3,9.0,52500,Automatic,first,Petrol,35.814592585530434,5833.0,2026,11
Maruti Suzuki,Vitara-Brezza,5.0,76000,Automatic,first,Diesel,33.44357925425065,15200.0,2026,11
Hyundai,Creta,4.0,54000,Manual,first,Petrol,35.87690073831448,13500.0,2026,11
Jaguar,Xf,11.0,35000,Automatic,second,Diesel,38.11713050320288,3182.0,2026,10
Nissan,Terrano,7.0,95000,Manual,second,Petrol,33.574221286844114,13571.0,2026,11
Hyundai,Tucson,3.0,29168,Automatic,first,Diesel,35.816284955916885,9723.0,2026,11
Tata,Zest,5.0,140000,Manual,first,Diesel,38.11713185621088,25624.5,2026,11
Maruti Suzuki,Baleno,5.0,21000,Manual,first,Petrol,35.878488457861444,4200.0,2026,11
Hyundai,I10,11.0,56000,Manual,second,Petrol,35.878488458816335,5091.0,2026,10
Hyundai,Creta,2.0,33000,Automatic,first,Diesel,35.8161843166464,16500.0,2026,8
Hyundai,Fluidic Verna,8.0,168500,Manual,second,Petrol,35.814546765298104,21062.0,2026,11
Maruti Suzuki,Ritz,10.0,98000,Manual,first,Diesel,33.4473662090398,9800.0,2026,11
Honda,City,7.0,73000,Automatic,first,Petrol,35.81459258549993,10429.0,2026,11
BMW,3 Series,11.0,57000,Automatic,first,Diesel,35.814546764334885,5182.0,2026,11
Hyundai,Creta,9.0,118000,Manual,second,Diesel,38.11717903742631,13111.0,2026,11
Mercedes-Benz,C-Class,6.0,43000,Automatic,second,Diesel,35.7461658017031,7167.0,2026,11
Hyundai,Fluidic Verna,4.0,76500,Manual,first,Petrol,35.876856375798845,19125.0,2026,11
Maruti Suzuki,Alto-800,4.0,105000,Manual,second,Petrol,35.876901930579656,25624.5,2026,10
Maruti Suzuki,Alto,14.0,168500,Manual,second,Petrol,35.87689809810987,12036.0,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,11.0,43000,Manual,first,Petrol,38.11702303029633,3909.0,2026,11
Toyota,Innova,13.0,49000,Manual,first,Diesel,38.11887001334655,3769.0,2026,11
Honda,City,7.0,81000,Automatic,first,Petrol,38.1171304617183,11571.0,2026,11
Volkswagen,Vento,7.0,168500,Automatic,first,Diesel,35.87680774206788,24071.0,2026,4
Mercedes-Benz,G-Class,7.0,168500,Automatic,second,Petrol,35.816284955916885,24071.0,2026,11
Renault,Duster,6.0,83000,Automatic,second,Diesel,38.118870082199244,13833.0,2026,11
Hyundai,Verna,5.0,87000,Manual,first,Diesel,35.81628372034903,17400.0,2026,11
Hyundai,Creta,1.0,34000,Automatic,first,Diesel,35.81628498922952,25624.5,2026,11
Maruti Suzuki,Ertiga,8.0,70000,Manual,first,Diesel,35.87685510247967,8750.0,2026,11
Honda,City,8.0,40000,Manual,first,Petrol,35.814546764334864,5000.0,2026,11
Volkswagen,Tiguan,6.0,52000,Automatic,first,Diesel,35.81628368483316,8667.0,2026,11
Hyundai,Alcazar,3.0,100000,Automatic,first,Diesel,38.11713050320288,25624.5,2026,11
Mercedes-Benz,E-Class,9.0,85000,Automatic,first,Petrol,38.048693900672916,9444.0,2026,11
Volkswagen,Tiguan,7.0,110000,Automatic,first,Diesel,35.87685513893782,15714.0,2026,11
Mahindra,Xuv 300,3.0,18000,Automatic,first,Petrol,35.814593943442134,6000.0,2026,11
Mahindra,Xuv500,8.0,99344,Manual,second,Diesel,35.81454540915233,12418.0,2026,11
Tata,Safari,2.0,65000,Automatic,first,Diesel,38.11713046284948,25624.5,2026,11
Maruti Suzuki,Swift-Dzire,11.0,73500,Manual,second,Petrol,31.211113498871963,6682.0,2026,11
Maruti Suzuki,Ciaz,7.0,75000,Automatic,second,Petrol,35.878488457861444,10714.0,2026,11
Tata,Hexa,7.0,81000,Automatic,first,Diesel,35.81449355282728,11571.0,2026,11
Maruti Suzuki,Omni,9.0,45100,Manual,first,Petrol,35.81459394344136,5011.0,2026,11
Tata,Safari,3.0,54000,Automatic,first,Diesel,35.87685513893782,18000.0,2026,11
Hyundai,Creta,6.0,54000,Manual,second,Petrol,35.81459394238262,9000.0,2026,11
BMW,5 Series,8.0,47000,Automatic,second,Diesel,35.816284955916885,5875.0,2026,11
Volkswagen,Polo Gti,11.0,61000,Automatic,first,Petrol,38.05067879318022,5545.0,2026,11
Hyundai,Grand I10,5.0,51000,Manual,first,Petrol,33.512010086964835,10200.0,2026,11
MG,Hector,4.0,65000,Manual,second,Petrol,35.81628372034975,16250.0,2026,10
Skoda,Rapid,7.0,49600,Manual,first,Petrol,35.81628368486083,7086.0,2026,11
Hyundai,Verna,2.0,50000,Manual,first,Diesel,35.814546764334885,25000.0,2026,10
Mahindra,Thar,2.0,39000,Manual,first,Diesel,38.11713050320288,19500.0,2026,11
Toyota,Fortuner,14.0,168500,Manual,first,Diesel,38.050680242654074,12036.0,2026,9
Renault,Duster,9.0,76000,Manual,second,Petrol,38.1171790364354,8444.0,2026,11
Skoda,Rapid,9.0,71000,Automatic,second,Petrol,35.87848845788742,7889.0,2026,11
Audi,A6,7.0,29500,Automatic,second,Diesel,35.81454672642099,4214.0,2026,11
Honda,Jazz,8.0,63210,Manual,first,Petrol,35.81628368582412,7901.0,2026,11
Kia,Seltos,3.0,35000,Automatic,first,Diesel,35.816283684833934,11667.0,2026,11
Honda,Civic,13.0,82000,Manual,first,Petrol,38.17944150211311,6308.0,2026,11
Chevrolet,Optra,15.0,97000,Manual,second,Petrol,35.81454541023723,6467.0,2026,11
Maruti Suzuki,Wagon R,7.0,168500,Automatic,first,Petrol,35.81454541020884,24071.0,2026,11
Mini,Cooper Countryman,5.0,31900,Automatic,second,Petrol,35.816284955916885,6380.0,2026,11
Kia,Seltos,5.0,22000,Automatic,second,Petrol,35.816283646942864,4400.0,2026,11
BMW,X3,7.0,104000,Automatic,second,Diesel,35.87690070590029,14857.0,2026,10
Mahindra,Bolero,6.0,85000,Manual,second,Diesel,35.814546764334864,14167.0,2026,11
Mahindra,Xuv700,1.0,5000,Automatic,first,Diesel,35.816284955916885,5000.0,2026,11
Mercedes-Benz,Gle,1.0,30000,Automatic,first,Diesel,35.816284955916885,25624.5,2026,11
Hyundai,Creta,5.0,50000,Manual,first,Petrol,35.8768994300517,10000.0,2026,11
Honda,Brio,9.0,65000,Manual,first,Petrol,35.74809374183052,7222.0,2026,11
Maruti Suzuki,Ritz,10.0,9000,Manual,second,Diesel,35.87690070496924,900.0,2026,11
Audi,Q5,12.0,76532,Automatic,second,Diesel,35.87848965315941,6378.0,2026,11
Maruti Suzuki,Ritz,12.0,62000,Manual,first,Diesel,35.87511158977897,5167.0,2026,11
Mahindra,Bolero Power Plus,6.0,20,Automatic,second,Diesel,35.87685634014679,3.0,2026,11
BMW,3 Series,14.0,65000,Automatic,first,Diesel,35.814545410236484,4643.0,2026,11
Renault,Triber,2.0,39000,Automatic,first,Diesel,35.87680774206788,19500.0,2026,11
Ford,Endeavour,6.0,93000,Automatic,first,Diesel,35.87685510250734,15500.0,2026,10
Hyundai,Creta,7.0,67000,Automatic,first,Petrol,35.81449355282728,9571.0,2026,11
BMW,3 Series,11.0,57000,Automatic,first,Diesel,35.814546764334885,5182.0,2026,11
Audi,Q7,10.0,45000,Automatic,second,Diesel,35.814546764334885,4500.0,2026,11
Maruti Suzuki,Celerio,8.0,94000,Automatic,second,Petrol,38.11527334072221,11750.0,2026,11
BMW,X3,8.0,92000,Automatic,second,Diesel,35.816284955916885,11500.0,2026,11
Maruti Suzuki,Celerio,9.0,71000,Manual,second,Diesel,35.74809374183052,7889.0,2026,10
Hyundai,Tucson,7.0,72431,Automatic,second,Diesel,35.81454676430722,10347.0,2026,11
Mahindra,Scorpio,12.0,95000,Manual,first,Diesel,35.81454540915233,7917.0,2026,11
Toyota,Fortuner,1.0,19000,Automatic,first,Diesel,35.816284955916885,19000.0,2026,11
Maruti Suzuki,Celerio,9.0,80000,Manual,second,Petrol,33.57427000948639,8889.0,2026,11
Mercedes-Benz,Gl-Class,12.0,95000,Automatic,second,Diesel,35.81623508650734,7917.0,2026,11
Toyota,Innova Crysta,8.0,94100,Manual,first,Diesel,35.8161843166464,11762.0,2026,11
Ford,Endeavour,4.0,90000,Automatic,first,Diesel,35.816284955916885,22500.0,2026,11
Toyota,Fortuner,9.0,125000,Automatic,first,Diesel,35.81628372034975,13889.0,2026,11
Hyundai,Creta,7.0,77000,Manual,first,Petrol,38.11713050320288,11000.0,2026,10
Mercedes-Benz,Glc Class,7.0,65000,Automatic,second,Diesel,35.816284955916885,9286.0,2026,11
Tata,Harrier,0.0,4200,Automatic,first,Diesel,38.11717899957833,9622.0,2026,11
Ford,Fiesta Classic,13.0,135000,Manual,second,Diesel,35.87685637670326,10385.0,2026,11
Hyundai,Verna,16.0,71000,Manual,second,Petrol,35.81454541023723,4438.0,2026,11
Tata,Harrier,2.0,20000,Automatic,first,Diesel,35.81454672642099,10000.0,2026,11
Mercedes-Benz,Gla Class,7.0,32600,Automatic,second,Petrol,35.814593977937385,4657.0,2026,11
Mahindra,Scorpio,4.0,48100,Manual,first,Diesel,38.1171790364354,12025.0,2026,10
Honda,City,11.0,107565,Manual,second,Petrol,38.1171790364354,9779.0,2026,11
Toyota,Fortuner,5.0,55000,Automatic,second,Diesel,35.816284955916885,11000.0,2026,11
Tata,Nexon,5.0,74576,Manual,first,Diesel,38.118914337669274,14915.0,2026,11
Maruti Suzuki,Ciaz,10.0,75000,Manual,first,Petrol,35.81454540918183,7500.0,2026,11
Maruti Suzuki,Baleno,4.0,45124,Manual,first,Petrol,35.87685510347305,11281.0,2026,11
Hyundai,Elite I20,6.0,78000,Manual,second,Diesel,35.814546764334864,13000.0,2026,11
Toyota,Etios,13.0,65321,Manual,second,Diesel,35.816235048482376,5025.0,2026,11
Isuzu,Mux,5.0,168500,Automatic,first,Diesel,38.11717903537667,25624.5,2026,11
Honda,Jazz,8.0,46000,Automatic,second,Petrol,35.81454541020884,5750.0,2026,11
Maruti Suzuki,Alto,12.0,63000,Manual,first,Petrol,35.87690073831375,5250.0,2026,11
Maruti Suzuki,Ritz,10.0,65000,Manual,second,Petrol,35.74814689185664,6500.0,2026,11
Maruti Suzuki,Ignis,7.0,88000,Manual,second,Petrol,38.05067879318022,12571.0,2026,11
Audi,A4,9.0,85000,Automatic,second,Diesel,38.117179037427036,9444.0,2026,10
Honda,City,9.0,71000,Manual,second,Petrol,35.81449355282725,7889.0,2026,10
Maruti Suzuki,Grand Vitara,0.0,1600,Manual,first,Petrol,38.050678795515715,9622.0,2026,11
Maruti Suzuki,Swift,6.0,65000,Manual,first,Diesel,35.87685510347305,10833.0,2026,11
Mahindra,Xuv500,8.0,81000,Manual,first,Diesel,35.81454540802352,10125.0,2026,11
BMW,7 Series,15.0,40000,Automatic,first,Petrol,35.81449355282816,2667.0,2026,11
Kia,Seltos,4.0,70000,Automatic,first,Diesel,35.814592585530434,17500.0,2026,11
Mercedes-Benz,V-Class,5.0,168500,Automatic,first,Diesel,35.816284955916885,25624.5,2026,11
Tata,Safari Storme,7.0,96000,Manual,second,Diesel,35.878488457861444,13714.0,2026,10
Toyota,Fortuner,9.0,150000,Automatic,second,Diesel,38.11713050320288,16667.0,2026,11
Honda,City,6.0,82000,Manual,second,Petrol,35.87685510347305,13667.0,2026,11
Maruti Suzuki,Swift,7.0,129000,Manual,first,Diesel,35.81454676324849,18429.0,2026,11
