Age,kmDriven,AskPrice,km_per_year,post_year,post_month,Transmission_Manual,Owner_second,FuelType_Hybrid/CNG,FuelType_Petrol,Brand_encoded,model_encoded
8.0,46000,3.607,5750.0,2026,11,0,1,0,1,36.022,35.932
12.0,63000,3.542,5250.0,2026,11,1,0,0,1,36.018,35.905
10.0,65000,3.667,6500.0,2026,11,1,1,0,1,36.018,36.19
7.0,88000,3.605,12571.0,2026,11,1,1,0,1,36.018,35.828
9.0,85000,3.667,9444.0,2026,10,0,1,0,0,36.021,35.848
9.0,71000,3.605,7889.0,2026,10,1,1,0,1,36.022,35.983
0.0,1600,3.607,9622.0,2026,11,1,0,0,1,36.018,35.942
6.0,65000,3.666,10833.0,2026,11,1,0,0,0,36.018,36.136
8.0,81000,3.607,10125.0,2026,11,1,0,0,0,36.134,36.111
15.0,40000,3.668,2667.0,2026,11,0,0,0,1,37.196,37.419
4.0,70000,3.607,17500.0,2026,11,0,0,0,0,36.372,36.196
5.0,168500,3.668,25624.5,2026,11,0,0,0,0,37.081,38.156
7.0,96000,3.607,13714.0,2026,10,1,1,0,0,36.199,36.362
9.0,150000,3.607,16667.0,2026,11,0,1,0,0,36.539,36.976
6.0,82000,3.666,13667.0,2026,11,1,1,0,1,36.022,35.983
7.0,129000,3.607,18429.0,2026,11,1,0,0,0,36.018,36.136
1.0,19500,3.668,19500.0,2026,11,0,1,0,0,36.539,36.976
12.0,100000,3.542,8333.0,2026,11,1,1,0,1,36.018,36.146
9.0,104771,3.607,11641.0,2026,11,0,1,0,0,36.188,36.055
12.0,168500,3.607,14042.0,2026,11,1,0,0,0,36.199,35.846
7.0,49000,3.667,7000.0,2026,11,0,1,0,1,36.199,35.414
7.0,70000,3.607,10000.0,2026,11,1,1,0,1,36.022,35.983
3.0,35213,3.607,11738.0,2026,10,0,0,0,1,36.372,36.196
12.0,59695,3.607,4975.0,2026,10,0,1,0,0,37.081,36.681
10.0,23,3.607,2.0,2026,11,0,1,0,0,36.018,35.997
8.0,45000,3.607,5625.0,2026,11,1,1,0,1,35.975,35.683
4.0,30000,3.607,7500.0,2026,10,1,0,0,1,36.199,36.169
5.0,31000,3.607,6200.0,2026,11,1,0,0,1,36.199,36.169
4.0,55000,3.605,13750.0,2026,11,0,1,0,1,35.975,36.094
1.0,8500,3.607,8500.0,2026,11,0,0,0,1,36.018,36.128
11.0,87312,3.607,7937.0,2026,11,1,0,0,0,36.199,36.254
6.0,72000,3.607,12000.0,2026,11,0,1,0,1,36.018,36.025
14.0,126000,3.607,9000.0,2026,11,1,0,0,0,36.539,36.976
11.0,55000,3.607,5000.0,2026,11,0,1,0,0,36.021,35.848
8.0,148000,3.607,18500.0,2026,11,1,0,0,0,36.539,35.85
9.0,168500,3.668,18722.0,2026,11,0,1,0,0,36.539,38.156
10.0,104600,3.605,10460.0,2026,8,1,1,0,0,36.188,36.256
5.0,35000,3.605,7000.0,2026,11,0,1,0,0,36.018,35.88
1.0,27002,3.607,25624.5,2026,11,0,0,0,1,36.066,35.638
10.0,94500,3.607,9450.0,2026,11,0,1,0,0,37.081,36.649
5.0,15000,3.668,3000.0,2026,11,0,1,0,0,36.745,36.733
8.0,1,3.607,0.0,2026,11,1,0,0,1,36.018,36.136
8.0,90000,3.607,11250.0,2026,11,1,1,0,0,36.018,36.025
7.0,42000,3.607,6000.0,2026,11,1,1,0,1,36.018,35.997
15.0,36200,3.607,2413.0,2026,11,1,0,0,1,35.975,36.022
6.0,98000,3.607,16333.0,2026,11,0,1,0,0,36.539,36.353
2.0,21000,3.668,10500.0,2026,11,0,0,0,0,36.539,36.353
7.0,39000,3.605,5571.0,2026,11,0,1,0,0,37.196,36.473
12.0,168500,3.668,14042.0,2026,11,0,1,0,0,37.196,37.319
4.0,34000,3.664,8500.0,2026,10,1,0,0,0,36.372,36.196
15.0,18000,3.607,1200.0,2026,11,1,1,0,1,36.018,36.065
4.0,33000,3.607,8250.0,2026,11,1,1,0,0,36.539,36.353
3.0,29336,3.607,9779.0,2026,11,1,0,0,0,36.199,36.113
1.0,69000,3.668,25624.5,2026,11,1,0,0,0,36.134,35.468
13.0,90000,3.542,6923.0,2026,11,1,1,0,1,36.022,35.932
10.0,53000,3.607,5300.0,2026,11,1,0,0,0,36.018,35.997
7.0,155000,3.607,22143.0,2026,11,1,1,0,0,36.018,35.997
2.0,48000,3.607,24000.0,2026,11,0,0,0,0,36.199,36.113
0.0,13000,3.607,9622.0,2026,11,0,0,0,1,36.099,35.463
6.0,67452,3.605,11242.0,2026,11,0,0,0,1,36.018,35.824
7.0,22000,3.668,3143.0,2026,11,0,1,0,1,37.101,37.564
8.0,145000,3.666,18125.0,2026,11,0,1,0,0,36.018,36.128
2.0,29000,3.668,14500.0,2026,11,0,0,0,0,37.196,38.156
13.0,150000,3.607,11538.0,2026,11,1,0,0,0,36.199,36.615
5.0,54500,3.607,10900.0,2026,11,0,0,0,0,36.372,36.196
6.0,168500,3.668,25624.5,2026,11,0,0,0,0,37.196,37.36
11.0,75000,3.605,6818.0,2026,11,0,1,0,1,36.188,36.12
5.0,45000,3.603,9000.0,2026,11,0,0,0,1,36.022,36.119
3.0,78000,3.607,25624.5,2026,11,0,0,0,0,36.247,36.133
8.0,47000,3.668,5875.0,2026,11,0,1,0,0,37.196,37.36
12.0,144600,3.666,12050.0,2026,11,1,1,0,0,36.539,36.145
6.0,51000,3.668,8500.0,2026,11,0,1,0,0,37.081,36.658
9.0,168500,3.607,18722.0,2026,11,1,1,0,0,36.539,36.145
7.0,58000,3.668,8286.0,2026,11,0,0,0,1,36.021,36.338
11.0,168500,3.607,15318.0,2026,11,0,0,0,0,36.134,36.31
11.0,65000,3.666,5909.0,2026,11,0,1,0,1,36.099,36.125
1.0,150000,3.668,25624.5,2026,11,0,0,0,0,36.539,38.156
10.0,65000,3.607,6500.0,2026,11,1,0,0,1,36.539,36.21
6.0,22000,3.667,3667.0,2026,11,1,0,0,1,36.018,35.911
11.0,72000,3.54,6545.0,2026,11,0,1,0,0,35.975,36.038
9.0,47000,3.605,5222.0,2026,11,0,1,0,1,36.199,36.513
6.0,126000,3.607,21000.0,2026,11,1,0,0,0,36.188,36.055
9.0,125350,3.666,13928.0,2026,11,1,1,0,0,35.975,36.038
4.0,23000,3.607,5750.0,2026,11,0,0,0,1,36.001,35.991
7.0,120000,3.607,17143.0,2026,11,1,1,0,0,36.022,35.983
10.0,50000,3.607,5000.0,2026,11,0,1,0,0,36.021,36.774
6.0,31000,3.542,5167.0,2026,11,1,0,0,1,36.018,35.828
9.0,61000,3.666,6778.0,2026,11,0,1,0,0,37.196,37.504
10.0,69000,3.667,6900.0,2026,11,1,0,0,0,36.199,36.999
9.0,154000,3.607,17111.0,2026,11,0,1,0,0,36.539,36.976
4.0,45000,3.666,11250.0,2026,11,1,0,0,1,36.018,36.136
5.0,56000,3.607,11200.0,2026,11,1,1,0,1,36.537,35.85
10.0,86000,3.605,8600.0,2026,10,0,1,0,0,36.539,36.976
8.0,49000,3.607,6125.0,2026,10,1,1,0,0,35.975,36.038
4.0,58000,3.607,14500.0,2026,11,1,1,0,1,35.975,36.038
7.0,87000,3.607,12429.0,2026,11,1,0,0,1,36.018,35.838
11.0,49200,3.607,4473.0,2026,11,1,0,0,0,36.134,36.111
3.0,21000,3.668,7000.0,2026,11,0,0,0,1,37.196,37.9
1.0,10000,3.668,10000.0,2026,11,0,0,0,1,36.539,36.809
17.5,168500,3.607,9629.0,2026,11,1,1,0,0,36.539,36.145
8.0,63000,3.607,7875.0,2026,11,1,1,0,0,36.001,35.991
7.0,32600,3.607,4657.0,2026,11,0,1,0,1,37.081,36.506
9.0,31000,3.607,3444.0,2026,11,1,1,0,1,36.018,36.19
6.0,168500,3.607,25624.5,2026,11,0,0,0,0,36.018,35.828
7.0,42000,3.605,6000.0,2026,11,1,0,0,0,36.018,35.88
12.0,100000,3.607,8333.0,2026,11,1,1,0,0,36.199,36.231
16.0,168500,3.607,10531.0,2026,11,1,1,0,0,36.087,35.805
3.0,72000,3.607,24000.0,2026,11,1,0,0,0,36.022,36.013
12.0,70000,3.603,5833.0,2026,11,0,0,0,0,37.196,36.473
12.0,152643,3.607,12720.0,2026,11,1,0,0,1,36.018,36.065
17.0,75000,3.607,4412.0,2026,11,1,1,0,1,36.018,36.065
14.0,78000,3.607,5571.0,2026,11,1,1,0,1,36.018,35.997
8.0,95000,3.607,11875.0,2026,11,1,1,0,0,35.975,36.004
1.0,11000,3.662,11000.0,2026,11,0,0,0,1,36.018,36.136
3.0,35000,3.667,11667.0,2026,11,1,0,0,1,36.018,36.981
10.0,61000,3.667,6100.0,2026,11,0,0,0,0,35.975,36.992
6.0,85000,3.607,14167.0,2026,11,0,1,0,0,36.54,36.412
6.0,32000,3.607,5333.0,2026,11,1,0,0,0,36.179,35.999
2.0,40400,3.668,20200.0,2026,11,0,0,0,1,36.099,36.62
9.0,168500,3.607,18722.0,2026,11,1,1,0,0,36.018,36.136
2.0,7200,3.668,3600.0,2026,11,1,0,0,1,36.199,36.619
4.0,49000,3.667,12250.0,2026,11,1,1,0,0,36.018,38.152
7.0,71000,3.667,10143.0,2026,11,1,1,0,1,35.975,35.488
12.0,69000,3.667,5750.0,2026,11,0,1,0,0,37.196,36.227
13.0,110000,3.607,8462.0,2026,11,1,0,0,1,36.022,35.983
9.0,92000,3.607,10222.0,2026,11,0,1,0,0,36.745,36.621
2.0,39500,3.607,19750.0,2026,11,0,0,0,1,36.099,35.463
8.0,168500,3.668,21062.0,2026,11,0,1,0,1,37.081,37.91
11.0,99000,3.542,9000.0,2026,11,1,1,0,1,35.975,35.934
6.0,105000,3.607,17500.0,2026,11,0,1,0,1,36.018,36.121
5.0,120000,3.607,24000.0,2026,11,1,0,0,0,36.199,36.169
9.0,72000,3.607,8000.0,2026,11,0,1,0,1,37.101,36.62
1.0,13000,3.607,13000.0,2026,11,0,0,0,1,36.018,35.851
3.0,45000,3.607,15000.0,2026,11,1,0,0,1,36.134,35.877
10.0,168000,3.542,16800.0,2026,11,0,0,0,0,36.539,36.976
6.0,53000,3.667,8833.0,2026,10,1,1,0,1,35.975,36.004
7.0,44000,3.607,6286.0,2026,11,0,1,0,1,36.018,35.745
11.0,89000,3.607,8091.0,2026,11,0,1,0,0,37.081,36.658
12.0,87000,3.542,7250.0,2026,11,0,1,0,0,36.021,36.51
6.0,27800,3.607,4633.0,2026,10,0,0,0,0,36.018,36.981
7.0,62000,3.607,8857.0,2026,9,0,0,0,1,36.018,35.838
8.0,47000,3.668,5875.0,2026,11,0,1,0,0,37.196,37.36
17.5,160000,3.607,9143.0,2026,11,1,1,0,1,36.022,35.835
8.0,93000,3.607,11625.0,2026,11,1,0,0,0,36.018,35.88
3.0,37000,3.607,12333.0,2026,11,0,0,0,1,36.022,35.983
9.0,65000,3.607,7222.0,2026,11,1,0,0,1,36.188,36.12
11.0,51000,3.667,4636.0,2026,9,1,1,0,1,35.975,35.934
10.0,98000,3.607,9800.0,2026,11,1,1,0,1,36.018,36.146
4.0,65000,3.542,16250.0,2026,11,0,0,0,1,36.066,35.978
12.0,95000,3.605,7917.0,2026,11,0,1,0,0,37.081,36.649
6.0,112000,3.607,18667.0,2026,11,1,1,0,0,36.199,36.162
7.0,168500,3.607,24071.0,2026,11,0,0,0,0,35.975,36.094
12.0,87000,3.542,7250.0,2026,11,0,1,0,0,36.021,36.51
8.0,120000,3.542,15000.0,2026,11,0,0,0,0,36.099,36.125
7.0,69000,3.607,9857.0,2026,11,0,1,0,1,35.975,36.094
8.0,79000,3.605,9875.0,2026,11,1,0,0,1,36.018,36.065
8.0,63000,3.607,7875.0,2026,11,1,1,0,0,36.018,36.128
9.0,68000,3.541,7556.0,2026,11,0,1,0,1,37.081,36.658
8.0,75000,3.607,9375.0,2026,11,0,1,0,0,37.196,37.504
3.0,9110,3.607,3037.0,2026,11,0,0,0,1,36.539,35.851
1.0,24000,3.666,24000.0,2026,11,0,0,0,1,36.066,36.172
5.0,71000,3.607,14200.0,2026,11,1,0,0,0,36.372,36.196
3.0,41000,3.542,13667.0,2026,11,1,0,0,1,35.975,36.094
1.0,35000,3.607,25624.5,2026,11,1,0,0,1,36.018,35.942
3.0,38000,3.667,12667.0,2026,11,1,0,0,1,36.018,36.025
7.0,60000,3.607,8571.0,2026,10,1,0,0,1,36.188,36.12
4.0,16000,3.668,4000.0,2026,11,0,0,0,1,36.372,36.196
6.0,168500,3.607,25624.5,2026,11,0,1,0,1,36.199,36.169
9.0,74000,3.667,8222.0,2026,11,1,1,0,0,36.018,35.997
2.0,168500,3.607,25624.5,2026,8,1,0,0,1,36.018,36.025
10.0,48000,3.605,4800.0,2026,11,1,1,0,1,36.022,35.836
6.0,110000,3.542,18333.0,2026,11,1,0,0,1,36.018,36.025
4.0,40000,3.607,10000.0,2026,11,0,0,0,1,36.066,35.978
5.0,168500,3.668,25624.5,2026,11,0,0,0,0,37.081,36.681
9.0,75000,3.542,8333.0,2026,11,0,1,0,0,35.975,36.094
10.0,130000,3.607,13000.0,2026,11,1,0,0,0,36.539,36.145
1.0,30,3.607,30.0,2026,11,1,0,0,1,36.018,36.136
4.0,69000,3.668,17250.0,2026,11,0,0,0,0,37.081,38.156
5.0,62000,3.607,12400.0,2026,11,1,1,0,0,35.975,35.843
1.0,11000,3.668,11000.0,2026,11,0,0,0,1,36.021,36.338
17.0,82000,3.607,4824.0,2026,11,1,1,0,1,35.975,35.934
11.0,112000,3.542,10182.0,2026,11,1,0,0,0,36.087,35.971
5.0,168500,3.607,25624.5,2026,11,1,0,0,1,35.975,36.038
1.0,11000,3.542,11000.0,2026,11,1,0,0,1,35.975,36.094
9.0,68000,3.667,7556.0,2026,11,1,0,0,0,36.134,36.111
0.0,3500,3.607,9622.0,2026,11,1,0,0,1,35.975,36.355
4.0,68000,3.668,17000.0,2026,11,1,0,0,0,36.372,36.196
7.0,32600,3.607,4657.0,2026,11,0,1,0,1,37.081,36.506
5.0,42000,3.607,8400.0,2026,11,1,0,0,0,35.975,35.961
5.0,52468,3.607,10494.0,2026,11,1,0,0,1,36.018,36.065
2.0,140000,3.542,25624.5,2026,11,0,0,0,1,36.188,34.701
6.0,73182,3.668,12197.0,2026,10,0,0,0,0,37.335,36.991
17.5,150000,3.667,8571.0,2026,11,1,1,0,1,35.975,36.178
17.0,22,3.607,1.0,2026,11,1,1,0,1,36.018,35.905
15.0,112000,3.607,7467.0,2026,11,1,1,0,1,35.975,35.934
7.0,160000,3.542,22857.0,2026,11,0,1,0,1,35.975,35.843
12.0,85000,3.667,7083.0,2026,11,1,1,0,1,35.975,36.434
8.0,60000,3.607,7500.0,2026,11,1,0,0,1,36.018,36.136
7.0,45669,3.542,6524.0,2026,10,1,1,0,1,36.539,35.85
13.0,62000,3.607,4769.0,2026,11,1,0,0,0,36.087,36.325
5.0,39000,3.607,7800.0,2026,11,1,0,0,0,36.199,36.169
1.0,12000,3.607,12000.0,2026,11,0,0,0,1,36.372,36.196
7.0,110000,3.607,15714.0,2026,11,1,1,0,1,36.022,36.119
10.0,80000,3.607,8000.0,2026,11,1,0,0,1,36.018,36.065
13.0,125000,3.666,9615.0,2026,11,1,1,0,0,36.539,36.145
12.0,168500,3.607,14042.0,2026,11,1,1,0,0,36.539,36.145
8.0,110000,3.605,13750.0,2026,11,0,1,0,0,36.539,36.353
3.0,34000,3.607,11333.0,2026,11,0,0,0,0,36.372,36.451
12.0,84000,3.607,7000.0,2026,11,0,0,0,0,36.54,35.268
3.0,24745,3.666,8248.0,2026,10,0,1,0,1,36.066,35.978
4.0,168500,3.607,25624.5,2026,11,0,0,0,1,36.066,35.978
10.0,168500,3.607,16850.0,2026,11,1,1,0,0,36.539,36.145
7.0,86000,3.666,12286.0,2026,11,1,1,0,0,35.975,36.094
8.0,80400,3.668,10050.0,2026,11,0,1,0,0,38.041,37.827
7.0,75000,3.607,10714.0,2026,11,1,0,0,0,36.199,36.362
12.0,75000,3.668,6250.0,2026,11,0,0,0,0,36.021,36.51
0.0,1600,3.607,9622.0,2026,11,1,0,0,1,36.018,35.942
7.0,78000,3.667,11143.0,2026,11,1,0,0,0,36.018,35.997
1.0,168500,3.668,25624.5,2026,11,0,0,0,0,36.539,36.976
9.0,64000,3.668,7111.0,2026,11,0,1,0,0,37.335,37.827
5.0,79146,3.607,15829.0,2026,10,0,1,0,1,35.975,36.038
9.0,168500,3.607,18722.0,2026,11,0,1,0,1,36.022,36.271
5.0,47110,3.605,9422.0,2026,11,1,1,0,1,36.018,36.128
6.0,29000,3.607,4833.0,2026,11,0,0,0,1,36.018,36.136
6.0,18052,3.607,3009.0,2026,11,1,1,0,1,36.018,36.065
3.0,39000,3.668,13000.0,2026,10,0,1,0,1,38.041,38.156
9.0,89000,3.607,9889.0,2026,11,1,1,0,0,35.975,35.683
4.0,26600,3.607,6650.0,2026,11,0,0,0,1,36.018,36.065
8.0,83316,3.607,10414.0,2026,11,1,1,0,0,36.018,35.997
15.0,95000,3.607,6333.0,2026,11,1,1,0,1,36.018,36.322
12.0,134000,3.607,11167.0,2026,11,0,1,0,0,37.196,36.473
15.0,94000,3.667,6267.0,2026,11,0,0,0,1,36.022,35.983
17.5,120000,3.607,6857.0,2026,11,0,1,0,1,36.022,35.835
11.0,93000,3.605,8455.0,2026,11,1,1,0,0,36.199,36.501
7.0,27000,3.607,3857.0,2026,11,1,0,0,0,36.134,36.111
4.0,34000,3.607,8500.0,2026,11,1,0,0,0,36.134,36.189
8.0,66000,3.607,8250.0,2026,11,0,1,0,0,37.081,36.658
11.0,49000,3.605,4455.0,2026,9,0,1,0,1,37.081,37.91
4.0,40000,3.607,10000.0,2026,11,1,1,0,1,35.975,35.488
12.0,76294,3.668,6358.0,2026,10,0,0,0,1,37.081,36.658
14.0,85000,3.607,6071.0,2026,11,0,1,0,1,37.081,36.681
3.0,38000,3.668,12667.0,2026,11,1,0,0,0,35.975,36.094
2.0,56800,3.541,25624.5,2026,11,1,0,0,0,36.134,36.116
3.0,95000,3.607,25624.5,2026,11,1,1,0,0,36.372,36.196
5.0,15000,3.607,3000.0,2026,11,0,1,0,1,36.018,36.128
6.0,52000,3.607,8667.0,2026,11,0,0,0,0,36.188,36.237
13.0,168500,3.542,12962.0,2026,11,1,1,0,0,36.134,36.424
17.5,100000,3.607,5714.0,2026,11,1,1,0,1,36.018,36.247
5.0,168500,3.666,25624.5,2026,11,1,1,0,0,36.188,36.828
8.0,90000,3.605,11250.0,2026,11,1,1,0,1,36.134,36.091
9.0,70000,3.607,7778.0,2026,11,0,0,0,1,36.022,35.983
5.0,168500,3.541,25624.5,2026,11,0,0,0,0,36.539,36.353
12.0,125000,3.668,10417.0,2026,10,0,1,0,0,37.081,36.537
11.0,50000,3.607,4545.0,2026,11,0,1,0,0,36.745,36.733
2.0,21000,3.668,10500.0,2026,11,0,0,0,0,36.247,36.133
2.0,20000,3.668,10000.0,2026,11,0,1,0,0,36.199,36.169
6.0,75000,3.607,12500.0,2026,11,0,0,0,1,36.179,35.999
7.0,160000,3.607,22857.0,2026,11,0,1,0,1,35.975,36.094
4.0,94000,3.607,23500.0,2026,11,1,0,0,0,36.179,35.999
12.0,62000,3.607,5167.0,2026,11,1,1,0,1,36.022,35.835
2.0,27000,3.668,13500.0,2026,11,0,0,0,0,36.539,36.976
6.0,82000,3.666,13667.0,2026,11,0,0,0,0,35.975,36.094
5.0,34000,3.607,6800.0,2026,11,0,0,0,1,36.199,36.169
10.0,68569,3.607,6857.0,2026,10,0,0,0,1,36.022,36.269
9.0,168500,3.542,18722.0,2026,11,0,0,0,0,36.539,36.976
12.0,168500,3.667,14042.0,2026,11,1,1,0,0,36.539,36.145
9.0,88000,3.607,9778.0,2026,8,1,1,0,0,36.134,36.189
6.0,90000,3.607,15000.0,2026,11,1,1,0,0,35.975,35.843
9.0,63000,3.607,7000.0,2026,11,1,0,0,0,36.018,35.997
6.0,168500,3.607,25624.5,2026,11,1,0,0,0,36.022,36.97
10.0,96000,3.607,9600.0,2026,11,0,1,0,0,37.081,36.658
14.0,86000,3.607,6143.0,2026,11,1,1,0,1,36.018,36.247
4.0,23000,3.607,5750.0,2026,11,0,0,0,1,36.001,35.991
5.0,120000,3.605,24000.0,2026,11,1,0,0,0,36.134,36.111
9.0,82000,3.667,9111.0,2026,11,1,0,0,0,36.199,36.362
14.0,80000,3.542,5714.0,2026,11,1,1,0,0,35.975,36.038
4.0,168500,3.607,25624.5,2026,11,1,0,0,0,36.199,36.169
13.0,153226,3.54,11787.0,2026,11,0,1,0,0,36.099,35.061
1.0,46000,3.607,25624.5,2026,11,1,0,0,1,35.975,36.355
17.5,28000,3.607,1600.0,2026,11,1,0,0,1,36.018,36.154
2.0,79000,3.607,25624.5,2026,11,0,1,0,0,36.372,36.196
3.0,32422,3.668,10807.0,2026,11,0,1,0,1,37.335,38.156
8.0,26000,3.667,3250.0,2026,11,1,1,0,1,36.018,35.911
4.0,29600,3.668,7400.0,2026,10,0,0,0,1,37.196,36.473
16.0,88000,3.607,5500.0,2026,11,1,1,0,1,36.018,35.911
7.0,80000,3.607,11429.0,2026,11,1,1,0,1,36.199,36.175
7.0,168500,3.607,24071.0,2026,11,1,0,0,0,36.539,36.353
4.0,168500,3.605,25624.5,2026,11,1,0,0,1,36.018,36.136
5.0,58000,3.666,11600.0,2026,10,1,0,0,0,36.001,35.991
10.0,62000,3.667,6200.0,2026,11,1,1,0,0,36.018,36.065
5.0,120000,3.607,24000.0,2026,11,1,1,0,0,36.022,36.013
11.0,92203,3.668,8382.0,2026,11,0,1,0,0,37.081,36.649
9.0,61000,3.666,6778.0,2026,11,0,1,0,0,37.196,37.504
12.0,88049,3.607,7337.0,2026,11,1,1,0,0,36.188,37.693
9.0,63000,3.607,7000.0,2026,11,1,1,0,1,36.001,36.004
11.0,168500,3.607,15318.0,2026,11,1,1,0,0,36.539,36.145
8.0,96000,3.667,12000.0,2026,11,1,0,0,0,36.134,36.111
14.0,50000,3.607,3571.0,2026,11,1,1,0,1,36.199,36.513
9.0,61000,3.666,6778.0,2026,11,0,1,0,0,37.196,37.504
11.0,90000,3.607,8182.0,2026,11,0,0,0,0,36.087,36.325
12.0,90000,3.667,7500.0,2026,11,1,1,0,0,36.549,36.604
10.0,45000,3.607,4500.0,2026,11,0,1,0,0,36.021,36.51
17.0,69000,3.667,4059.0,2026,11,1,1,0,1,35.975,36.022
9.0,168500,3.542,18722.0,2026,11,1,1,0,0,36.188,36.12
17.0,168500,3.607,9912.0,2026,11,1,1,0,1,36.018,35.647
3.0,20000,3.607,6667.0,2026,11,1,0,0,0,36.134,35.877
13.0,50600,3.667,3892.0,2026,11,0,1,0,1,36.018,36.097
7.0,65000,3.607,9286.0,2026,10,0,1,0,0,37.196,36.473
12.0,75000,3.607,6250.0,2026,11,1,1,0,0,36.134,36.111
7.0,168500,3.667,24071.0,2026,11,0,1,0,1,36.001,36.004
8.0,68500,3.607,8562.0,2026,11,0,1,0,1,36.188,36.12
5.0,168500,3.607,25624.5,2026,11,1,0,0,1,35.975,35.897
8.0,55000,3.605,6875.0,2026,11,0,0,0,0,36.134,36.144
7.0,113000,3.542,16143.0,2026,11,1,1,0,0,36.018,35.233
15.0,83000,3.667,5533.0,2026,11,1,1,0,0,36.134,36.116
9.0,110000,3.607,12222.0,2026,10,0,1,0,0,37.335,35.852
12.0,85800,3.607,7150.0,2026,11,1,0,0,0,36.134,36.111
11.0,60000,3.607,5455.0,2026,10,0,0,0,1,35.975,35.934
10.0,168500,3.607,16850.0,2026,11,1,1,0,0,36.539,36.145
5.0,136927,3.607,25624.5,2026,11,0,1,0,0,36.199,36.162
8.0,61000,3.607,7625.0,2026,9,0,1,0,1,36.022,35.932
6.0,52000,3.607,8667.0,2026,11,0,0,0,1,36.018,35.828
6.0,168500,3.607,25624.5,2026,8,0,1,0,1,36.247,36.133
10.0,86000,3.667,8600.0,2026,11,1,0,0,0,36.134,36.111
7.0,108277,3.607,15468.0,2026,11,0,0,0,0,36.539,36.353
2.0,26000,3.607,13000.0,2026,11,1,0,0,1,36.018,35.957
9.0,82000,3.668,9111.0,2026,11,0,0,0,0,37.335,37.827
9.0,54000,3.607,6000.0,2026,11,1,1,0,1,36.018,35.997
9.0,89000,3.607,9889.0,2026,11,0,0,0,0,36.021,36.338
1.0,17000,3.607,17000.0,2026,11,0,0,0,1,36.066,35.978
4.0,62000,3.667,15500.0,2026,11,0,0,0,0,36.372,36.451
9.0,65000,3.607,7222.0,2026,11,0,0,0,0,36.134,36.403
2.0,40000,3.668,20000.0,2026,11,0,0,0,1,36.021,36.345
11.0,168500,3.607,15318.0,2026,11,0,1,0,0,36.539,36.976
14.0,168500,3.607,12036.0,2026,11,1,0,0,1,36.087,35.386
7.0,29000,3.542,4143.0,2026,11,0,0,0,1,36.018,35.997
2.0,80000,3.668,25624.5,2026,11,1,0,0,0,36.539,36.353
8.0,80000,3.607,10000.0,2026,11,1,0,0,0,35.975,36.094
8.0,81000,3.607,10125.0,2026,11,0,1,0,1,36.018,36.232
12.0,155000,3.607,12917.0,2026,10,1,1,0,0,36.018,36.132
13.0,60000,3.607,4615.0,2026,11,1,1,0,1,35.975,35.934
9.0,68000,3.607,7556.0,2026,11,1,1,0,1,36.099,35.741
4.0,39000,3.668,9750.0,2026,11,0,0,0,1,36.022,36.103
11.0,85000,3.607,7727.0,2026,11,0,1,0,0,36.745,36.733
9.0,100000,3.607,11111.0,2026,11,0,0,0,1,36.179,35.999
4.0,25000,3.607,6250.0,2026,11,1,0,0,0,36.247,36.133
8.0,120000,3.667,15000.0,2026,11,0,1,0,0,36.099,36.389
14.0,84000,3.542,6000.0,2026,11,1,1,0,1,36.018,36.065
7.0,115000,3.607,16429.0,2026,11,1,1,0,0,36.247,36.133
15.0,100000,3.542,6667.0,2026,11,1,1,0,1,35.975,36.022
11.0,52000,3.607,4727.0,2026,11,0,0,0,1,37.081,36.681
8.0,145000,3.607,18125.0,2026,11,1,0,0,0,36.539,36.113
9.0,168500,3.542,18722.0,2026,11,1,0,0,0,36.022,35.983
9.0,91540,3.607,10171.0,2026,11,0,0,0,0,37.081,36.537
7.0,89500,3.607,12786.0,2026,11,0,0,0,0,37.335,35.853
17.5,91000,3.605,5200.0,2026,11,0,0,0,1,36.022,35.983
9.0,168500,3.607,18722.0,2026,11,1,0,0,0,36.539,36.976
7.0,168500,3.607,24071.0,2026,11,1,1,0,0,35.975,36.094
9.0,73000,3.605,8111.0,2026,11,0,1,0,0,35.975,36.094
7.0,69000,3.668,9857.0,2026,11,0,1,0,0,37.196,37.36
6.0,34000,3.607,5667.0,2026,11,1,0,0,1,36.018,35.838
7.0,139000,3.607,19857.0,2026,11,1,1,0,0,36.022,35.932
7.0,73000,3.542,10429.0,2026,11,0,1,0,0,36.021,35.848
7.0,50000,3.667,7143.0,2026,11,1,0,0,1,35.975,36.094
1.0,23000,3.607,23000.0,2026,11,0,0,0,1,35.975,36.038
6.0,168500,3.607,25624.5,2026,10,0,0,0,0,36.099,36.125
2.0,27000,3.607,13500.0,2026,11,1,0,0,1,36.018,35.942
13.0,72000,3.607,5538.0,2026,11,1,1,0,1,35.975,36.434
10.0,45000,3.607,4500.0,2026,11,0,1,0,0,36.021,36.51
13.0,168500,3.607,12962.0,2026,11,1,1,0,1,36.018,35.905
14.0,117000,3.668,8357.0,2026,11,0,0,0,0,37.081,37.003
8.0,98500,3.603,12312.0,2026,10,0,1,0,0,36.179,36.564
6.0,68500,3.607,11417.0,2026,11,1,1,0,0,35.975,36.094
7.0,76000,3.607,10857.0,2026,11,0,1,0,1,36.537,37.35
8.0,139000,3.607,17375.0,2026,11,0,0,0,0,36.021,36.51
4.0,40000,3.607,10000.0,2026,11,0,0,0,1,36.018,36.128
